Sensor;Wavelength;Average;Band;BandNumber
L2 MSS;0.805;0.51125672;Near Infrared 2;7
L2 MSS;0.806;0.56468414;Near Infrared 2;7
L2 MSS;0.807;0.61391129;Near Infrared 2;7
L2 MSS;0.808;0.642977151;Near Infrared 2;7
L2 MSS;0.809;0.675403226;Near Infrared 2;7
L2 MSS;0.81;0.69422043;Near Infrared 2;7
L2 MSS;0.811;0.725134409;Near Infrared 2;7
L2 MSS;0.812;0.749663978;Near Infrared 2;7
L2 MSS;0.813;0.788474462;Near Infrared 2;7
L2 MSS;0.814;0.792674731;Near Infrared 2;7
L2 MSS;0.815;0.820732527;Near Infrared 2;7
L2 MSS;0.816;0.843245968;Near Infrared 2;7
L2 MSS;0.817;0.851478495;Near Infrared 2;7
L2 MSS;0.818;0.874663978;Near Infrared 2;7
L2 MSS;0.819;0.892137097;Near Infrared 2;7
L2 MSS;0.82;0.908098118;Near Infrared 2;7
L2 MSS;0.821;0.907594086;Near Infrared 2;7
L2 MSS;0.822;0.924395161;Near Infrared 2;7
L2 MSS;0.823;0.929603495;Near Infrared 2;7
L2 MSS;0.824;0.933971774;Near Infrared 2;7
L2 MSS;0.825;0.939012097;Near Infrared 2;7
L2 MSS;0.826;0.945228495;Near Infrared 2;7
L2 MSS;0.827;0.950436828;Near Infrared 2;7
L2 MSS;0.828;0.954637097;Near Infrared 2;7
L2 MSS;0.829;0.959509409;Near Infrared 2;7
L2 MSS;0.83;0.961189516;Near Infrared 2;7
L2 MSS;0.831;0.963205645;Near Infrared 2;7
L2 MSS;0.832;0.965725806;Near Infrared 2;7
L2 MSS;0.833;0.968245968;Near Infrared 2;7
L2 MSS;0.834;0.97093414;Near Infrared 2;7
L2 MSS;0.835;0.972614247;Near Infrared 2;7
L2 MSS;0.836;0.973454301;Near Infrared 2;7
L2 MSS;0.837;0.976142473;Near Infrared 2;7
L2 MSS;0.838;0.978326613;Near Infrared 2;7
L2 MSS;0.839;0.979502688;Near Infrared 2;7
L2 MSS;0.84;0.981014785;Near Infrared 2;7
L2 MSS;0.841;0.98219086;Near Infrared 2;7
L2 MSS;0.842;0.982862903;Near Infrared 2;7
L2 MSS;0.843;0.984038978;Near Infrared 2;7
L2 MSS;0.844;0.985719086;Near Infrared 2;7
L2 MSS;0.845;0.987399194;Near Infrared 2;7
L2 MSS;0.846;0.98874328;Near Infrared 2;7
L2 MSS;0.847;0.992103495;Near Infrared 2;7
L2 MSS;0.848;0.992943548;Near Infrared 2;7
L2 MSS;0.849;0.993951613;Near Infrared 2;7
L2 MSS;0.85;0.994623656;Near Infrared 2;7
L2 MSS;0.851;0.99563172;Near Infrared 2;7
L2 MSS;0.852;0.996639785;Near Infrared 2;7
L2 MSS;0.853;0.99781586;Near Infrared 2;7
L2 MSS;0.854;0.998151882;Near Infrared 2;7
L2 MSS;0.855;0.998823925;Near Infrared 2;7
L2 MSS;0.856;0.999159946;Near Infrared 2;7
L2 MSS;0.857;0.999327957;Near Infrared 2;7
L2 MSS;0.858;0.999495968;Near Infrared 2;7
L2 MSS;0.859;0.999663978;Near Infrared 2;7
L2 MSS;0.86;0.999831989;Near Infrared 2;7
L2 MSS;0.861;0.999831989;Near Infrared 2;7
L2 MSS;0.862;0.999663978;Near Infrared 2;7
L2 MSS;0.863;0.999831989;Near Infrared 2;7
L2 MSS;0.864;1;Near Infrared 2;7
L2 MSS;0.865;0.999831989;Near Infrared 2;7
L2 MSS;0.866;0.999831989;Near Infrared 2;7
L2 MSS;0.867;0.999831989;Near Infrared 2;7
L2 MSS;0.868;0.999831989;Near Infrared 2;7
L2 MSS;0.869;0.999495968;Near Infrared 2;7
L2 MSS;0.87;0.999327957;Near Infrared 2;7
L2 MSS;0.871;0.998991935;Near Infrared 2;7
L2 MSS;0.872;0.998991935;Near Infrared 2;7
L2 MSS;0.873;0.998655914;Near Infrared 2;7
L2 MSS;0.874;0.998319892;Near Infrared 2;7
L2 MSS;0.875;0.997479839;Near Infrared 2;7
L2 MSS;0.876;0.997143817;Near Infrared 2;7
L2 MSS;0.877;0.996303763;Near Infrared 2;7
L2 MSS;0.878;0.994959677;Near Infrared 2;7
L2 MSS;0.879;0.993951613;Near Infrared 2;7
L2 MSS;0.88;0.992439516;Near Infrared 2;7
L2 MSS;0.881;0.99109543;Near Infrared 2;7
L2 MSS;0.882;0.990087366;Near Infrared 2;7
L2 MSS;0.883;0.98874328;Near Infrared 2;7
L2 MSS;0.884;0.987735215;Near Infrared 2;7
L2 MSS;0.885;0.98655914;Near Infrared 2;7
L2 MSS;0.886;0.985215054;Near Infrared 2;7
L2 MSS;0.887;0.984038978;Near Infrared 2;7
L2 MSS;0.888;0.983030914;Near Infrared 2;7
L2 MSS;0.889;0.982358871;Near Infrared 2;7
L2 MSS;0.89;0.981686828;Near Infrared 2;7
L2 MSS;0.891;0.980846774;Near Infrared 2;7
L2 MSS;0.892;0.979670699;Near Infrared 2;7
L2 MSS;0.893;0.977990591;Near Infrared 2;7
L2 MSS;0.894;0.976478495;Near Infrared 2;7
L2 MSS;0.895;0.975134409;Near Infrared 2;7
L2 MSS;0.896;0.973958333;Near Infrared 2;7
L2 MSS;0.897;0.972446237;Near Infrared 2;7
L2 MSS;0.898;0.970766129;Near Infrared 2;7
L2 MSS;0.899;0.968918011;Near Infrared 2;7
L2 MSS;0.9;0.967237903;Near Infrared 2;7
L2 MSS;0.901;0.965893817;Near Infrared 2;7
L2 MSS;0.902;0.963877688;Near Infrared 2;7
L2 MSS;0.903;0.961861559;Near Infrared 2;7
L2 MSS;0.904;0.959509409;Near Infrared 2;7
L2 MSS;0.905;0.957829301;Near Infrared 2;7
L2 MSS;0.906;0.955645161;Near Infrared 2;7
L2 MSS;0.907;0.953629032;Near Infrared 2;7
L2 MSS;0.908;0.952284946;Near Infrared 2;7
L2 MSS;0.909;0.95094086;Near Infrared 2;7
L2 MSS;0.91;0.94858871;Near Infrared 2;7
L2 MSS;0.911;0.94640457;Near Infrared 2;7
L2 MSS;0.912;0.943716398;Near Infrared 2;7
L2 MSS;0.913;0.940020161;Near Infrared 2;7
L2 MSS;0.914;0.938004032;Near Infrared 2;7
L2 MSS;0.915;0.933635753;Near Infrared 2;7
L2 MSS;0.916;0.928931452;Near Infrared 2;7
L2 MSS;0.917;0.92641129;Near Infrared 2;7
L2 MSS;0.918;0.922547043;Near Infrared 2;7
L2 MSS;0.919;0.919522849;Near Infrared 2;7
L2 MSS;0.92;0.915322581;Near Infrared 2;7
L2 MSS;0.921;0.91078629;Near Infrared 2;7
L2 MSS;0.922;0.905745968;Near Infrared 2;7
L2 MSS;0.923;0.902049731;Near Infrared 2;7
L2 MSS;0.924;0.897177419;Near Infrared 2;7
L2 MSS;0.925;0.893145161;Near Infrared 2;7
L2 MSS;0.926;0.888776882;Near Infrared 2;7
L2 MSS;0.927;0.882560484;Near Infrared 2;7
L2 MSS;0.928;0.87718414;Near Infrared 2;7
L2 MSS;0.929;0.871975806;Near Infrared 2;7
L2 MSS;0.93;0.866599462;Near Infrared 2;7
L2 MSS;0.931;0.862399194;Near Infrared 2;7
L2 MSS;0.932;0.856350806;Near Infrared 2;7
L2 MSS;0.933;0.851478495;Near Infrared 2;7
L2 MSS;0.934;0.846942204;Near Infrared 2;7
L2 MSS;0.935;0.842909946;Near Infrared 2;7
L2 MSS;0.936;0.836861559;Near Infrared 2;7
L2 MSS;0.937;0.830645161;Near Infrared 2;7
L2 MSS;0.938;0.827284946;Near Infrared 2;7
L2 MSS;0.939;0.822748656;Near Infrared 2;7
L2 MSS;0.94;0.817876344;Near Infrared 2;7
L2 MSS;0.941;0.811995968;Near Infrared 2;7
L2 MSS;0.942;0.805611559;Near Infrared 2;7
L2 MSS;0.943;0.799563172;Near Infrared 2;7
L2 MSS;0.944;0.794018817;Near Infrared 2;7
L2 MSS;0.945;0.789650538;Near Infrared 2;7
L2 MSS;0.946;0.784946237;Near Infrared 2;7
L2 MSS;0.947;0.775705645;Near Infrared 2;7
L2 MSS;0.948;0.769489247;Near Infrared 2;7
L2 MSS;0.949;0.765456989;Near Infrared 2;7
L2 MSS;0.95;0.760080645;Near Infrared 2;7
L2 MSS;0.951;0.753360215;Near Infrared 2;7
L2 MSS;0.952;0.749831989;Near Infrared 2;7
L2 MSS;0.953;0.744287634;Near Infrared 2;7
L2 MSS;0.954;0.737063172;Near Infrared 2;7
L2 MSS;0.955;0.731686828;Near Infrared 2;7
L2 MSS;0.956;0.726478495;Near Infrared 2;7
L2 MSS;0.957;0.72093414;Near Infrared 2;7
L2 MSS;0.958;0.715557796;Near Infrared 2;7
L2 MSS;0.959;0.708501344;Near Infrared 2;7
L2 MSS;0.96;0.700604839;Near Infrared 2;7
L2 MSS;0.961;0.695228495;Near Infrared 2;7
L2 MSS;0.962;0.690188172;Near Infrared 2;7
L2 MSS;0.963;0.682627688;Near Infrared 2;7
L2 MSS;0.964;0.677083333;Near Infrared 2;7
L2 MSS;0.965;0.670194892;Near Infrared 2;7
L2 MSS;0.966;0.663474462;Near Infrared 2;7
L2 MSS;0.967;0.656586022;Near Infrared 2;7
L2 MSS;0.968;0.650201613;Near Infrared 2;7
L2 MSS;0.969;0.645329301;Near Infrared 2;7
L2 MSS;0.97;0.636424731;Near Infrared 2;7
L2 MSS;0.971;0.630376344;Near Infrared 2;7
L2 MSS;0.972;0.625504032;Near Infrared 2;7
L2 MSS;0.973;0.62063172;Near Infrared 2;7
L2 MSS;0.974;0.614247312;Near Infrared 2;7
L2 MSS;0.975;0.606350806;Near Infrared 2;7
L2 MSS;0.976;0.59828629;Near Infrared 2;7
L2 MSS;0.977;0.591733871;Near Infrared 2;7
L2 MSS;0.978;0.584005376;Near Infrared 2;7
L2 MSS;0.979;0.577788978;Near Infrared 2;7
L2 MSS;0.98;0.570732527;Near Infrared 2;7
L2 MSS;0.981;0.563004032;Near Infrared 2;7
L2 MSS;0.982;0.556955645;Near Infrared 2;7
L2 MSS;0.983;0.547883065;Near Infrared 2;7
L2 MSS;0.984;0.542674731;Near Infrared 2;7
L2 MSS;0.985;0.537298387;Near Infrared 2;7
L2 MSS;0.986;0.531586022;Near Infrared 2;7
L2 MSS;0.987;0.525537634;Near Infrared 2;7
L2 MSS;0.988;0.515120968;Near Infrared 2;7
L2 MSS;0.989;0.50890457;Near Infrared 2;7
L2 MSS;0.99;0.5;Near Infrared 2;7
L2 MSS;0.991;0.492439516;Near Infrared 2;7
L2 MSS;0.992;0.485551075;Near Infrared 2;7
L2 MSS;0.993;0.480678763;Near Infrared 2;7
L2 MSS;0.994;0.474630376;Near Infrared 2;7
L2 MSS;0.995;0.469758065;Near Infrared 2;7
L2 MSS;0.996;0.462701613;Near Infrared 2;7
L2 MSS;0.997;0.456149194;Near Infrared 2;7
L2 MSS;0.998;0.452788978;Near Infrared 2;7
L2 MSS;0.999;0.446572581;Near Infrared 2;7
L2 MSS;1;0.441700269;Near Infrared 2;7
L2 MSS;1.001;0.436491935;Near Infrared 2;7
L2 MSS;1.002;0.428931452;Near Infrared 2;7
L2 MSS;1.003;0.420866935;Near Infrared 2;7
L2 MSS;1.004;0.404737903;Near Infrared 2;7
L2 MSS;1.005;0.398689516;Near Infrared 2;7
L2 MSS;1.006;0.395497312;Near Infrared 2;7
L2 MSS;1.007;0.388104839;Near Infrared 2;7
L2 MSS;1.008;0.376848118;Near Infrared 2;7
L2 MSS;1.009;0.368447581;Near Infrared 2;7
L2 MSS;1.01;0.364583333;Near Infrared 2;7
L2 MSS;1.011;0.359038978;Near Infrared 2;7
L2 MSS;1.012;0.353830645;Near Infrared 2;7
L2 MSS;1.013;0.348958333;Near Infrared 2;7
L2 MSS;1.014;0.343077957;Near Infrared 2;7
L2 MSS;1.015;0.336861559;Near Infrared 2;7
L2 MSS;1.016;0.330813172;Near Infrared 2;7
L2 MSS;1.017;0.32594086;Near Infrared 2;7
L2 MSS;1.018;0.320396505;Near Infrared 2;7
L2 MSS;1.019;0.315860215;Near Infrared 2;7
L2 MSS;1.02;0.307627688;Near Infrared 2;7
L2 MSS;1.021;0.301915323;Near Infrared 2;7
L2 MSS;1.022;0.294354839;Near Infrared 2;7
L2 MSS;1.023;0.289650538;Near Infrared 2;7
L2 MSS;1.024;0.283602151;Near Infrared 2;7
L2 MSS;1.025;0.278897849;Near Infrared 2;7
L2 MSS;1.026;0.273185484;Near Infrared 2;7
L2 MSS;1.027;0.267977151;Near Infrared 2;7
L2 MSS;1.028;0.263608871;Near Infrared 2;7
L2 MSS;1.029;0.258232527;Near Infrared 2;7
L2 MSS;1.03;0.252520161;Near Infrared 2;7
L2 MSS;1.031;0.247647849;Near Infrared 2;7
L2 MSS;1.032;0.240591398;Near Infrared 2;7
L2 MSS;1.033;0.234879032;Near Infrared 2;7
L2 MSS;1.034;0.231686828;Near Infrared 2;7
L2 MSS;1.035;0.228158602;Near Infrared 2;7
L2 MSS;1.036;0.224462366;Near Infrared 2;7
L2 MSS;1.037;0.219590054;Near Infrared 2;7
L2 MSS;1.038;0.213205645;Near Infrared 2;7
L2 MSS;1.039;0.210349462;Near Infrared 2;7
L2 MSS;1.04;0.206485215;Near Infrared 2;7
L2 MSS;1.041;0.203629032;Near Infrared 2;7
L2 MSS;1.042;0.19858871;Near Infrared 2;7
L2 MSS;1.043;0.192540323;Near Infrared 2;7
L2 MSS;1.044;0.187331989;Near Infrared 2;7
L2 MSS;1.045;0.183299731;Near Infrared 2;7
L2 MSS;1.046;0.180611559;Near Infrared 2;7
L2 MSS;1.047;0.177419355;Near Infrared 2;7
L2 MSS;1.048;0.174731183;Near Infrared 2;7
L2 MSS;1.049;0.171875;Near Infrared 2;7
L2 MSS;1.05;0.167674731;Near Infrared 2;7
L2 MSS;1.051;0.165490591;Near Infrared 2;7
L2 MSS;1.052;0.161962366;Near Infrared 2;7
L2 MSS;1.053;0.158602151;Near Infrared 2;7
L2 MSS;1.054;0.155409946;Near Infrared 2;7
L2 MSS;1.055;0.152553763;Near Infrared 2;7
L2 MSS;1.056;0.150705645;Near Infrared 2;7
L2 MSS;1.057;0.147681452;Near Infrared 2;7
L2 MSS;1.058;0.143985215;Near Infrared 2;7
L2 MSS;1.059;0.141465054;Near Infrared 2;7
L2 MSS;1.06;0.139112903;Near Infrared 2;7
L2 MSS;1.061;0.13608871;Near Infrared 2;7
L2 MSS;1.062;0.13390457;Near Infrared 2;7
L2 MSS;1.063;0.130544355;Near Infrared 2;7
L2 MSS;1.064;0.128360215;Near Infrared 2;7
L2 MSS;1.065;0.126344086;Near Infrared 2;7
L2 MSS;1.066;0.124495968;Near Infrared 2;7
L2 MSS;1.067;0.122311828;Near Infrared 2;7
L2 MSS;1.068;0.119623656;Near Infrared 2;7
L2 MSS;1.069;0.116935484;Near Infrared 2;7
L2 MSS;1.07;0.112735215;Near Infrared 2;7
L2 MSS;1.071;0.110719086;Near Infrared 2;7
L2 MSS;1.072;0.108870968;Near Infrared 2;7
L2 MSS;1.073;0.106854839;Near Infrared 2;7
L2 MSS;1.074;0.105174731;Near Infrared 2;7
L2 MSS;1.075;0.103998656;Near Infrared 2;7
L2 MSS;1.076;0.101310484;Near Infrared 2;7
L2 MSS;1.077;0.098958333;Near Infrared 2;7
L2 MSS;1.078;0.097614247;Near Infrared 2;7
L2 MSS;1.079;0.096270161;Near Infrared 2;7
L2 MSS;1.08;0.095094086;Near Infrared 2;7
L2 MSS;1.081;0.09375;Near Infrared 2;7
L2 MSS;1.082;0.092069892;Near Infrared 2;7
L2 MSS;1.083;0.090221774;Near Infrared 2;7
L2 MSS;1.084;0.087869624;Near Infrared 2;7
L2 MSS;1.085;0.086021505;Near Infrared 2;7
L2 MSS;1.086;0.083165323;Near Infrared 2;7
L2 MSS;1.087;0.080813172;Near Infrared 2;7
L2 MSS;1.088;0.079301075;Near Infrared 2;7
L2 MSS;1.089;0.077788978;Near Infrared 2;7
L2 MSS;1.09;0.07594086;Near Infrared 2;7
L2 MSS;1.091;0.073924731;Near Infrared 2;7
L2 MSS;1.092;0.072076613;Near Infrared 2;7
L2 MSS;1.093;0.069892473;Near Infrared 2;7
L2 MSS;1.094;0.068884409;Near Infrared 2;7
L2 MSS;1.095;0.067708333;Near Infrared 2;7
L2 MSS;1.096;0.066532258;Near Infrared 2;7
L2 MSS;1.097;0.066532258;Near Infrared 2;7
L2 MSS;1.098;0.065020161;Near Infrared 2;7
L2 MSS;1.099;0.063508065;Near Infrared 2;7
L2 MSS;1.1;0.061659946;Near Infrared 2;7
L2 MSS;1.101;0.059811828;Near Infrared 2;7
L2 MSS;1.102;0.057795699;Near Infrared 2;7
L2 MSS;1.103;0.056619624;Near Infrared 2;7
L2 MSS;1.104;0.055611559;Near Infrared 2;7
L2 MSS;1.105;0.054267473;Near Infrared 2;7
L2 MSS;1.106;0.053091398;Near Infrared 2;7
L2 MSS;1.107;0.052083333;Near Infrared 2;7
L2 MSS;1.108;0.052587366;Near Infrared 2;7
L2 MSS;1.109;0.052587366;Near Infrared 2;7
L2 MSS;1.11;0.051747312;Near Infrared 2;7
L2 MSS;1.111;0.049395161;Near Infrared 2;7
L2 MSS;1.112;0.047883065;Near Infrared 2;7
L2 MSS;1.113;0.046202957;Near Infrared 2;7
L2 MSS;1.114;0.045194892;Near Infrared 2;7
L2 MSS;1.115;0.044354839;Near Infrared 2;7
L2 MSS;1.116;0.043178763;Near Infrared 2;7
L2 MSS;1.117;0.04250672;Near Infrared 2;7
L2 MSS;1.118;0.041162634;Near Infrared 2;7
L2 MSS;1.119;0.04015457;Near Infrared 2;7
L2 MSS;1.12;0.039146505;Near Infrared 2;7
L2 MSS;1.121;0.037802419;Near Infrared 2;7
L2 MSS;1.122;0.036962366;Near Infrared 2;7
L2 MSS;1.123;0.035954301;Near Infrared 2;7
L2 MSS;1.124;0.03578629;Near Infrared 2;7
L2 MSS;1.125;0.035282258;Near Infrared 2;7
L2 MSS;1.126;0.034274194;Near Infrared 2;7
L2 MSS;1.127;0.03343414;Near Infrared 2;7
L2 MSS;1.128;0.032594086;Near Infrared 2;7
L2 MSS;1.129;0.031922043;Near Infrared 2;7
L2 MSS;1.13;0.030913978;Near Infrared 2;7
L2 MSS;1.131;0.030409946;Near Infrared 2;7
L2 MSS;1.132;0.029737903;Near Infrared 2;7
L2 MSS;1.133;0.028897849;Near Infrared 2;7
L2 MSS;1.134;0.028057796;Near Infrared 2;7
L2 MSS;1.135;0.027721774;Near Infrared 2;7
L2 MSS;1.136;0.027217742;Near Infrared 2;7
L2 MSS;1.137;0.02671371;Near Infrared 2;7
L2 MSS;1.138;0.026041667;Near Infrared 2;7
L2 MSS;1.139;0.025201613;Near Infrared 2;7
L2 MSS;1.14;0.024865591;Near Infrared 2;7
L2 MSS;1.141;0.024025538;Near Infrared 2;7
L2 MSS;1.142;0.023521505;Near Infrared 2;7
L2 MSS;1.143;0.022681452;Near Infrared 2;7
L2 MSS;1.144;0.021841398;Near Infrared 2;7
L2 MSS;1.145;0.021169355;Near Infrared 2;7
L2 MSS;1.146;0.02016129;Near Infrared 2;7
L2 MSS;1.147;0.019489247;Near Infrared 2;7
L2 MSS;1.148;0.019489247;Near Infrared 2;7
L2 MSS;1.149;0.018481183;Near Infrared 2;7
L2 MSS;1.15;0.017977151;Near Infrared 2;7
L2 MSS;1.151;0.017305108;Near Infrared 2;7
L2 MSS;1.152;0.016633065;Near Infrared 2;7
L2 MSS;1.153;0.015625;Near Infrared 2;7
L2 MSS;1.154;0.014448925;Near Infrared 2;7
L2 MSS;1.155;0.013272849;Near Infrared 2;7
L2 MSS;1.156;0.011592742;Near Infrared 2;7
L2 MSS;1.157;0.010416667;Near Infrared 2;7
L2 MSS;1.158;0.009072581;Near Infrared 2;7
L2 MSS;1.159;0.007056452;Near Infrared 2;7
L2 MSS;1.16;0.005376344;Near Infrared 2;7
L2 MSS;1.161;0.004637097;Near Infrared 2;7
L2 MSS;1.162;0.002620968;Near Infrared 2;7
L2 MSS;1.163;0.001008065;Near Infrared 2;7
L2 MSS;1.164;0.000252016;Near Infrared 2;7
L2 MSS;1.165;0;Near Infrared 2;7
L2 MSS;1.166;0;Near Infrared 2;7
L2 MSS;1.167;0;Near Infrared 2;7
L3 MSS;0.447;0;Green;4
L3 MSS;0.448;0;Green;4
L3 MSS;0.449;0.009;Green;4
L3 MSS;0.45;0.005;Green;4
L3 MSS;0.451;0.005;Green;4
L3 MSS;0.452;0.005;Green;4
L3 MSS;0.453;0.006;Green;4
L3 MSS;0.454;0.006;Green;4
L3 MSS;0.455;0.006;Green;4
L3 MSS;0.456;0.006;Green;4
L3 MSS;0.457;0.004;Green;4
L3 MSS;0.458;0.004;Green;4
L3 MSS;0.459;0.004;Green;4
L3 MSS;0.46;0.004;Green;4
L3 MSS;0.461;0.004;Green;4
L3 MSS;0.462;0.006;Green;4
L3 MSS;0.463;0.007;Green;4
L3 MSS;0.464;0.008;Green;4
L3 MSS;0.465;0.01;Green;4
L3 MSS;0.466;0.008;Green;4
L3 MSS;0.467;0.008;Green;4
L3 MSS;0.468;0.01;Green;4
L3 MSS;0.469;0.012;Green;4
L3 MSS;0.47;0.014;Green;4
L3 MSS;0.471;0.016;Green;4
L3 MSS;0.472;0.019;Green;4
L3 MSS;0.473;0.021;Green;4
L3 MSS;0.474;0.023;Green;4
L3 MSS;0.475;0.026;Green;4
L3 MSS;0.476;0.028;Green;4
L3 MSS;0.477;0.033;Green;4
L3 MSS;0.478;0.038;Green;4
L3 MSS;0.479;0.045;Green;4
L3 MSS;0.48;0.054;Green;4
L3 MSS;0.481;0.064;Green;4
L3 MSS;0.482;0.081;Green;4
L3 MSS;0.483;0.101;Green;4
L3 MSS;0.484;0.127;Green;4
L3 MSS;0.485;0.168;Green;4
L3 MSS;0.486;0.202;Green;4
L3 MSS;0.487;0.252;Green;4
L3 MSS;0.488;0.295;Green;4
L3 MSS;0.489;0.317;Green;4
L3 MSS;0.49;0.361;Green;4
L3 MSS;0.491;0.387;Green;4
L3 MSS;0.492;0.419;Green;4
L3 MSS;0.493;0.447;Green;4
L3 MSS;0.494;0.47;Green;4
L3 MSS;0.495;0.498;Green;4
L3 MSS;0.496;0.52;Green;4
L3 MSS;0.497;0.542;Green;4
L3 MSS;0.498;0.57;Green;4
L3 MSS;0.499;0.595;Green;4
L3 MSS;0.5;0.627;Green;4
L3 MSS;0.501;0.647;Green;4
L3 MSS;0.502;0.674;Green;4
L3 MSS;0.503;0.695;Green;4
L3 MSS;0.504;0.713;Green;4
L3 MSS;0.505;0.73;Green;4
L3 MSS;0.506;0.747;Green;4
L3 MSS;0.507;0.766;Green;4
L3 MSS;0.508;0.783;Green;4
L3 MSS;0.509;0.802;Green;4
L3 MSS;0.51;0.818;Green;4
L3 MSS;0.511;0.83;Green;4
L3 MSS;0.512;0.843;Green;4
L3 MSS;0.513;0.855;Green;4
L3 MSS;0.514;0.866;Green;4
L3 MSS;0.515;0.873;Green;4
L3 MSS;0.516;0.882;Green;4
L3 MSS;0.517;0.89;Green;4
L3 MSS;0.518;0.899;Green;4
L3 MSS;0.519;0.907;Green;4
L3 MSS;0.52;0.914;Green;4
L3 MSS;0.521;0.921;Green;4
L3 MSS;0.522;0.926;Green;4
L3 MSS;0.523;0.934;Green;4
L3 MSS;0.524;0.938;Green;4
L3 MSS;0.525;0.943;Green;4
L3 MSS;0.526;0.949;Green;4
L3 MSS;0.527;0.953;Green;4
L3 MSS;0.528;0.956;Green;4
L3 MSS;0.529;0.957;Green;4
L3 MSS;0.53;0.96;Green;4
L3 MSS;0.531;0.961;Green;4
L3 MSS;0.532;0.962;Green;4
L3 MSS;0.533;0.962;Green;4
L3 MSS;0.534;0.962;Green;4
L3 MSS;0.535;0.961;Green;4
L3 MSS;0.536;0.961;Green;4
L3 MSS;0.537;0.961;Green;4
L3 MSS;0.538;0.961;Green;4
L3 MSS;0.539;0.961;Green;4
L3 MSS;0.54;0.964;Green;4
L3 MSS;0.541;0.966;Green;4
L3 MSS;0.542;0.97;Green;4
L3 MSS;0.543;0.974;Green;4
L3 MSS;0.544;0.978;Green;4
L3 MSS;0.545;0.984;Green;4
L3 MSS;0.546;0.99;Green;4
L3 MSS;0.547;0.994;Green;4
L3 MSS;0.548;0.996;Green;4
L3 MSS;0.549;0.999;Green;4
L3 MSS;0.55;1;Green;4
L3 MSS;0.551;1;Green;4
L3 MSS;0.552;1;Green;4
L3 MSS;0.553;1;Green;4
L3 MSS;0.554;0.999;Green;4
L3 MSS;0.555;0.998;Green;4
L3 MSS;0.556;0.996;Green;4
L3 MSS;0.557;0.994;Green;4
L3 MSS;0.558;0.992;Green;4
L3 MSS;0.559;0.989;Green;4
L3 MSS;0.56;0.987;Green;4
L3 MSS;0.561;0.987;Green;4
L3 MSS;0.562;0.986;Green;4
L3 MSS;0.563;0.987;Green;4
L3 MSS;0.564;0.989;Green;4
L3 MSS;0.565;0.991;Green;4
L3 MSS;0.566;0.993;Green;4
L3 MSS;0.567;0.994;Green;4
L3 MSS;0.568;0.995;Green;4
L3 MSS;0.569;0.995;Green;4
L3 MSS;0.57;0.995;Green;4
L3 MSS;0.571;0.994;Green;4
L3 MSS;0.572;0.994;Green;4
L3 MSS;0.573;0.993;Green;4
L3 MSS;0.574;0.991;Green;4
L3 MSS;0.575;0.985;Green;4
L3 MSS;0.576;0.977;Green;4
L3 MSS;0.577;0.969;Green;4
L3 MSS;0.578;0.959;Green;4
L3 MSS;0.579;0.943;Green;4
L3 MSS;0.58;0.928;Green;4
L3 MSS;0.581;0.909;Green;4
L3 MSS;0.582;0.879;Green;4
L3 MSS;0.583;0.85;Green;4
L3 MSS;0.584;0.825;Green;4
L3 MSS;0.585;0.79;Green;4
L3 MSS;0.586;0.76;Green;4
L3 MSS;0.587;0.726;Green;4
L3 MSS;0.588;0.687;Green;4
L3 MSS;0.589;0.652;Green;4
L3 MSS;0.59;0.611;Green;4
L3 MSS;0.591;0.572;Green;4
L3 MSS;0.592;0.525;Green;4
L3 MSS;0.593;0.483;Green;4
L3 MSS;0.594;0.445;Green;4
L3 MSS;0.595;0.396;Green;4
L3 MSS;0.596;0.351;Green;4
L3 MSS;0.597;0.307;Green;4
L3 MSS;0.598;0.271;Green;4
L3 MSS;0.599;0.228;Green;4
L3 MSS;0.6;0.201;Green;4
L3 MSS;0.601;0.157;Green;4
L3 MSS;0.602;0.137;Green;4
L3 MSS;0.603;0.124;Green;4
L3 MSS;0.604;0.112;Green;4
L3 MSS;0.605;0.1;Green;4
L3 MSS;0.606;0.092;Green;4
L3 MSS;0.607;0.084;Green;4
L3 MSS;0.608;0.079;Green;4
L3 MSS;0.609;0.071;Green;4
L3 MSS;0.61;0.067;Green;4
L3 MSS;0.611;0.06;Green;4
L3 MSS;0.612;0.056;Green;4
L3 MSS;0.613;0.054;Green;4
L3 MSS;0.614;0.052;Green;4
L3 MSS;0.615;0.048;Green;4
L3 MSS;0.616;0.045;Green;4
L3 MSS;0.617;0.042;Green;4
L3 MSS;0.618;0.04;Green;4
L3 MSS;0.619;0.038;Green;4
L3 MSS;0.62;0.037;Green;4
L3 MSS;0.621;0.035;Green;4
L3 MSS;0.622;0.033;Green;4
L3 MSS;0.623;0.031;Green;4
L3 MSS;0.624;0.028;Green;4
L3 MSS;0.625;0.027;Green;4
L3 MSS;0.626;0.026;Green;4
L3 MSS;0.627;0.024;Green;4
L3 MSS;0.628;0.024;Green;4
L3 MSS;0.629;0.023;Green;4
L3 MSS;0.63;0.022;Green;4
L3 MSS;0.631;0.021;Green;4
L3 MSS;0.632;0.02;Green;4
L3 MSS;0.633;0.018;Green;4
L3 MSS;0.634;0.017;Green;4
L3 MSS;0.635;0.014;Green;4
L3 MSS;0.636;0.016;Green;4
L3 MSS;0.637;0.015;Green;4
L3 MSS;0.638;0.012;Green;4
