Sensor;Wavelength;Average;Band;BandNumber
L3 MSS;0.952;0.716;Near Infrared 2;7
L3 MSS;0.953;0.709;Near Infrared 2;7
L3 MSS;0.954;0.7;Near Infrared 2;7
L3 MSS;0.955;0.69;Near Infrared 2;7
L3 MSS;0.956;0.683;Near Infrared 2;7
L3 MSS;0.957;0.676;Near Infrared 2;7
L3 MSS;0.958;0.669;Near Infrared 2;7
L3 MSS;0.959;0.658;Near Infrared 2;7
L3 MSS;0.96;0.653;Near Infrared 2;7
L3 MSS;0.961;0.646;Near Infrared 2;7
L3 MSS;0.962;0.637;Near Infrared 2;7
L3 MSS;0.963;0.63;Near Infrared 2;7
L3 MSS;0.964;0.624;Near Infrared 2;7
L3 MSS;0.965;0.618;Near Infrared 2;7
L3 MSS;0.966;0.61;Near Infrared 2;7
L3 MSS;0.967;0.601;Near Infrared 2;7
L3 MSS;0.968;0.592;Near Infrared 2;7
L3 MSS;0.969;0.585;Near Infrared 2;7
L3 MSS;0.97;0.58;Near Infrared 2;7
L3 MSS;0.971;0.573;Near Infrared 2;7
L3 MSS;0.972;0.564;Near Infrared 2;7
L3 MSS;0.973;0.557;Near Infrared 2;7
L3 MSS;0.974;0.549;Near Infrared 2;7
L3 MSS;0.975;0.544;Near Infrared 2;7
L3 MSS;0.976;0.536;Near Infrared 2;7
L3 MSS;0.977;0.529;Near Infrared 2;7
L3 MSS;0.978;0.52;Near Infrared 2;7
L3 MSS;0.979;0.519;Near Infrared 2;7
L3 MSS;0.98;0.506;Near Infrared 2;7
L3 MSS;0.981;0.498;Near Infrared 2;7
L3 MSS;0.982;0.491;Near Infrared 2;7
L3 MSS;0.983;0.488;Near Infrared 2;7
L3 MSS;0.984;0.482;Near Infrared 2;7
L3 MSS;0.985;0.474;Near Infrared 2;7
L3 MSS;0.986;0.465;Near Infrared 2;7
L3 MSS;0.987;0.457;Near Infrared 2;7
L3 MSS;0.988;0.451;Near Infrared 2;7
L3 MSS;0.989;0.445;Near Infrared 2;7
L3 MSS;0.99;0.44;Near Infrared 2;7
L3 MSS;0.991;0.432;Near Infrared 2;7
L3 MSS;0.992;0.425;Near Infrared 2;7
L3 MSS;0.993;0.42;Near Infrared 2;7
L3 MSS;0.994;0.414;Near Infrared 2;7
L3 MSS;0.995;0.409;Near Infrared 2;7
L3 MSS;0.996;0.403;Near Infrared 2;7
L3 MSS;0.997;0.397;Near Infrared 2;7
L3 MSS;0.998;0.391;Near Infrared 2;7
L3 MSS;0.999;0.385;Near Infrared 2;7
L3 MSS;1;0.378;Near Infrared 2;7
L3 MSS;1.001;0.372;Near Infrared 2;7
L3 MSS;1.002;0.362;Near Infrared 2;7
L3 MSS;1.003;0.356;Near Infrared 2;7
L3 MSS;1.004;0.352;Near Infrared 2;7
L3 MSS;1.005;0.347;Near Infrared 2;7
L3 MSS;1.006;0.339;Near Infrared 2;7
L3 MSS;1.007;0.331;Near Infrared 2;7
L3 MSS;1.008;0.324;Near Infrared 2;7
L3 MSS;1.009;0.317;Near Infrared 2;7
L3 MSS;1.01;0.312;Near Infrared 2;7
L3 MSS;1.011;0.307;Near Infrared 2;7
L3 MSS;1.012;0.301;Near Infrared 2;7
L3 MSS;1.013;0.294;Near Infrared 2;7
L3 MSS;1.014;0.289;Near Infrared 2;7
L3 MSS;1.015;0.284;Near Infrared 2;7
L3 MSS;1.016;0.279;Near Infrared 2;7
L3 MSS;1.017;0.273;Near Infrared 2;7
L3 MSS;1.018;0.267;Near Infrared 2;7
L3 MSS;1.019;0.259;Near Infrared 2;7
L3 MSS;1.02;0.255;Near Infrared 2;7
L3 MSS;1.021;0.25;Near Infrared 2;7
L3 MSS;1.022;0.246;Near Infrared 2;7
L3 MSS;1.023;0.238;Near Infrared 2;7
L3 MSS;1.024;0.231;Near Infrared 2;7
L3 MSS;1.025;0.226;Near Infrared 2;7
L3 MSS;1.026;0.22;Near Infrared 2;7
L3 MSS;1.027;0.218;Near Infrared 2;7
L3 MSS;1.028;0.214;Near Infrared 2;7
L3 MSS;1.029;0.208;Near Infrared 2;7
L3 MSS;1.03;0.203;Near Infrared 2;7
L3 MSS;1.031;0.199;Near Infrared 2;7
L3 MSS;1.032;0.193;Near Infrared 2;7
L3 MSS;1.033;0.189;Near Infrared 2;7
L3 MSS;1.034;0.186;Near Infrared 2;7
L3 MSS;1.035;0.178;Near Infrared 2;7
L3 MSS;1.036;0.175;Near Infrared 2;7
L3 MSS;1.037;0.171;Near Infrared 2;7
L3 MSS;1.038;0.168;Near Infrared 2;7
L3 MSS;1.039;0.165;Near Infrared 2;7
L3 MSS;1.04;0.16;Near Infrared 2;7
L3 MSS;1.041;0.157;Near Infrared 2;7
L3 MSS;1.042;0.154;Near Infrared 2;7
L3 MSS;1.043;0.151;Near Infrared 2;7
L3 MSS;1.044;0.147;Near Infrared 2;7
L3 MSS;1.045;0.142;Near Infrared 2;7
L3 MSS;1.046;0.137;Near Infrared 2;7
L3 MSS;1.047;0.137;Near Infrared 2;7
L3 MSS;1.048;0.133;Near Infrared 2;7
L3 MSS;1.049;0.129;Near Infrared 2;7
L3 MSS;1.05;0.127;Near Infrared 2;7
L3 MSS;1.051;0.124;Near Infrared 2;7
L3 MSS;1.052;0.121;Near Infrared 2;7
L3 MSS;1.053;0.118;Near Infrared 2;7
L3 MSS;1.054;0.115;Near Infrared 2;7
L3 MSS;1.055;0.112;Near Infrared 2;7
L3 MSS;1.056;0.11;Near Infrared 2;7
L3 MSS;1.057;0.107;Near Infrared 2;7
L3 MSS;1.058;0.105;Near Infrared 2;7
L3 MSS;1.059;0.104;Near Infrared 2;7
L3 MSS;1.06;0.101;Near Infrared 2;7
L3 MSS;1.061;0.099;Near Infrared 2;7
L3 MSS;1.062;0.097;Near Infrared 2;7
L3 MSS;1.063;0.094;Near Infrared 2;7
L3 MSS;1.064;0.093;Near Infrared 2;7
L3 MSS;1.065;0.091;Near Infrared 2;7
L3 MSS;1.066;0.089;Near Infrared 2;7
L3 MSS;1.067;0.087;Near Infrared 2;7
L3 MSS;1.068;0.085;Near Infrared 2;7
L3 MSS;1.069;0.083;Near Infrared 2;7
L3 MSS;1.07;0.081;Near Infrared 2;7
L3 MSS;1.071;0.079;Near Infrared 2;7
L3 MSS;1.072;0.076;Near Infrared 2;7
L3 MSS;1.073;0.075;Near Infrared 2;7
L3 MSS;1.074;0.073;Near Infrared 2;7
L3 MSS;1.075;0.071;Near Infrared 2;7
L3 MSS;1.076;0.068;Near Infrared 2;7
L3 MSS;1.077;0.064;Near Infrared 2;7
L3 MSS;1.078;0.063;Near Infrared 2;7
L3 MSS;1.079;0.061;Near Infrared 2;7
L3 MSS;1.08;0.06;Near Infrared 2;7
L3 MSS;1.081;0.059;Near Infrared 2;7
L3 MSS;1.082;0.057;Near Infrared 2;7
L3 MSS;1.083;0.055;Near Infrared 2;7
L3 MSS;1.084;0.054;Near Infrared 2;7
L3 MSS;1.085;0.052;Near Infrared 2;7
L3 MSS;1.086;0.051;Near Infrared 2;7
L3 MSS;1.087;0.05;Near Infrared 2;7
L3 MSS;1.088;0.049;Near Infrared 2;7
L3 MSS;1.089;0.046;Near Infrared 2;7
L3 MSS;1.09;0.044;Near Infrared 2;7
L3 MSS;1.091;0.042;Near Infrared 2;7
L3 MSS;1.092;0.04;Near Infrared 2;7
L3 MSS;1.093;0.038;Near Infrared 2;7
L3 MSS;1.094;0.036;Near Infrared 2;7
L3 MSS;1.095;0.035;Near Infrared 2;7
L3 MSS;1.096;0.034;Near Infrared 2;7
L3 MSS;1.097;0.033;Near Infrared 2;7
L3 MSS;1.098;0.031;Near Infrared 2;7
L3 MSS;1.099;0.03;Near Infrared 2;7
L3 MSS;1.1;0.028;Near Infrared 2;7
L3 MSS;1.101;0.026;Near Infrared 2;7
L3 MSS;1.102;0.024;Near Infrared 2;7
L3 MSS;1.103;0.023;Near Infrared 2;7
L3 MSS;1.104;0.021;Near Infrared 2;7
L3 MSS;1.105;0.02;Near Infrared 2;7
L3 MSS;1.106;0.02;Near Infrared 2;7
L3 MSS;1.107;0.019;Near Infrared 2;7
L3 MSS;1.108;0.018;Near Infrared 2;7
L3 MSS;1.109;0.017;Near Infrared 2;7
L3 MSS;1.11;0.016;Near Infrared 2;7
L3 MSS;1.111;0.015;Near Infrared 2;7
L3 MSS;1.112;0.014;Near Infrared 2;7
L3 MSS;1.113;0.013;Near Infrared 2;7
L3 MSS;1.114;0.012;Near Infrared 2;7
L3 MSS;1.115;0.011;Near Infrared 2;7
L3 MSS;1.116;0.01;Near Infrared 2;7
L3 MSS;1.117;0.008;Near Infrared 2;7
L3 MSS;1.118;0.007;Near Infrared 2;7
L3 MSS;1.119;0.006;Near Infrared 2;7
L3 MSS;1.12;0.006;Near Infrared 2;7
L3 MSS;1.121;0.006;Near Infrared 2;7
L3 MSS;1.122;0.005;Near Infrared 2;7
L3 MSS;1.123;0.004;Near Infrared 2;7
L3 MSS;1.124;0.004;Near Infrared 2;7
L3 MSS;1.125;0.003;Near Infrared 2;7
L3 MSS;1.126;0.003;Near Infrared 2;7
L3 MSS;1.127;0.003;Near Infrared 2;7
L3 MSS;1.128;0.002;Near Infrared 2;7
L3 MSS;1.129;0.002;Near Infrared 2;7
L3 MSS;1.13;0.002;Near Infrared 2;7
L3 MSS;1.131;0.002;Near Infrared 2;7
L3 MSS;1.132;0.002;Near Infrared 2;7
L3 MSS;1.133;0.002;Near Infrared 2;7
L3 MSS;1.134;0.002;Near Infrared 2;7
L3 MSS;1.135;0.002;Near Infrared 2;7
L3 MSS;1.136;0.002;Near Infrared 2;7
L3 MSS;1.137;0.002;Near Infrared 2;7
L3 MSS;1.138;0.002;Near Infrared 2;7
L3 MSS;1.139;0.002;Near Infrared 2;7
L3 MSS;1.14;0.002;Near Infrared 2;7
L3 MSS;1.141;0.002;Near Infrared 2;7
L3 MSS;1.142;0.001;Near Infrared 2;7
L3 MSS;1.143;0.001;Near Infrared 2;7
L3 MSS;1.144;0.001;Near Infrared 2;7
L3 MSS;1.145;0.001;Near Infrared 2;7
L3 MSS;1.146;0.001;Near Infrared 2;7
L3 MSS;1.147;0.001;Near Infrared 2;7
L3 MSS;1.148;0.001;Near Infrared 2;7
L3 MSS;1.149;0.001;Near Infrared 2;7
L3 MSS;1.15;0.001;Near Infrared 2;7
L3 MSS;1.151;0.001;Near Infrared 2;7
L3 MSS;1.152;0.001;Near Infrared 2;7
L3 MSS;1.153;0.001;Near Infrared 2;7
L3 MSS;1.154;0.001;Near Infrared 2;7
L3 MSS;1.155;0.001;Near Infrared 2;7
L3 MSS;1.156;0.001;Near Infrared 2;7
L3 MSS;1.157;0.001;Near Infrared 2;7
L3 MSS;1.158;0.001;Near Infrared 2;7
L3 MSS;1.159;0.001;Near Infrared 2;7
L3 MSS;1.16;0.001;Near Infrared 2;7
L3 MSS;1.161;0.001;Near Infrared 2;7
L3 MSS;1.162;0.001;Near Infrared 2;7
L3 MSS;1.163;0.001;Near Infrared 2;7
L3 MSS;1.164;0.001;Near Infrared 2;7
L3 MSS;1.165;0.001;Near Infrared 2;7
L3 MSS;1.166;0;Near Infrared 2;7
L3 MSS;1.167;0;Near Infrared 2;7
L3 MSS;1.168;0;Near Infrared 2;7
L3 MSS;1.169;0;Near Infrared 2;7
L3 MSS;1.17;0;Near Infrared 2;7
L4 MSS;0.462;0;Green;1
L4 MSS;0.463;0.003;Green;1
L4 MSS;0.464;0.005;Green;1
L4 MSS;0.465;0.005;Green;1
L4 MSS;0.466;0.005;Green;1
L4 MSS;0.467;0.006;Green;1
L4 MSS;0.468;0.007;Green;1
L4 MSS;0.469;0.008;Green;1
L4 MSS;0.47;0.009;Green;1
L4 MSS;0.471;0.01;Green;1
L4 MSS;0.472;0.012;Green;1
L4 MSS;0.473;0.017;Green;1
L4 MSS;0.474;0.021;Green;1
L4 MSS;0.475;0.023;Green;1
L4 MSS;0.476;0.025;Green;1
L4 MSS;0.477;0.028;Green;1
L4 MSS;0.478;0.032;Green;1
L4 MSS;0.479;0.037;Green;1
L4 MSS;0.48;0.05;Green;1
L4 MSS;0.481;0.063;Green;1
L4 MSS;0.482;0.084;Green;1
L4 MSS;0.483;0.11;Green;1
L4 MSS;0.484;0.133;Green;1
L4 MSS;0.485;0.157;Green;1
L4 MSS;0.486;0.177;Green;1
L4 MSS;0.487;0.195;Green;1
L4 MSS;0.488;0.218;Green;1
L4 MSS;0.489;0.249;Green;1
L4 MSS;0.49;0.293;Green;1
L4 MSS;0.491;0.336;Green;1
L4 MSS;0.492;0.383;Green;1
L4 MSS;0.493;0.434;Green;1
L4 MSS;0.494;0.464;Green;1
L4 MSS;0.495;0.516;Green;1
L4 MSS;0.496;0.549;Green;1
L4 MSS;0.497;0.606;Green;1
L4 MSS;0.498;0.649;Green;1
L4 MSS;0.499;0.689;Green;1
L4 MSS;0.5;0.712;Green;1
L4 MSS;0.501;0.734;Green;1
L4 MSS;0.502;0.756;Green;1
L4 MSS;0.503;0.775;Green;1
L4 MSS;0.504;0.792;Green;1
L4 MSS;0.505;0.808;Green;1
L4 MSS;0.506;0.83;Green;1
L4 MSS;0.507;0.848;Green;1
L4 MSS;0.508;0.865;Green;1
L4 MSS;0.509;0.882;Green;1
L4 MSS;0.51;0.893;Green;1
L4 MSS;0.511;0.901;Green;1
L4 MSS;0.512;0.906;Green;1
L4 MSS;0.513;0.909;Green;1
L4 MSS;0.514;0.914;Green;1
L4 MSS;0.515;0.92;Green;1
L4 MSS;0.516;0.924;Green;1
L4 MSS;0.517;0.929;Green;1
L4 MSS;0.518;0.931;Green;1
L4 MSS;0.519;0.936;Green;1
L4 MSS;0.52;0.941;Green;1
L4 MSS;0.521;0.947;Green;1
L4 MSS;0.522;0.952;Green;1
L4 MSS;0.523;0.958;Green;1
L4 MSS;0.524;0.963;Green;1
L4 MSS;0.525;0.967;Green;1
L4 MSS;0.526;0.972;Green;1
L4 MSS;0.527;0.978;Green;1
L4 MSS;0.528;0.983;Green;1
L4 MSS;0.529;0.986;Green;1
L4 MSS;0.53;0.988;Green;1
L4 MSS;0.531;0.989;Green;1
L4 MSS;0.532;0.988;Green;1
L4 MSS;0.533;0.988;Green;1
L4 MSS;0.534;0.986;Green;1
L4 MSS;0.535;0.984;Green;1
L4 MSS;0.536;0.983;Green;1
L4 MSS;0.537;0.982;Green;1
L4 MSS;0.538;0.981;Green;1
L4 MSS;0.539;0.979;Green;1
L4 MSS;0.54;0.977;Green;1
L4 MSS;0.541;0.977;Green;1
L4 MSS;0.542;0.977;Green;1
L4 MSS;0.543;0.979;Green;1
L4 MSS;0.544;0.98;Green;1
L4 MSS;0.545;0.982;Green;1
L4 MSS;0.546;0.983;Green;1
L4 MSS;0.547;0.984;Green;1
L4 MSS;0.548;0.984;Green;1
L4 MSS;0.549;0.984;Green;1
L4 MSS;0.55;0.983;Green;1
L4 MSS;0.551;0.98;Green;1
L4 MSS;0.552;0.978;Green;1
L4 MSS;0.553;0.975;Green;1
L4 MSS;0.554;0.972;Green;1
L4 MSS;0.555;0.969;Green;1
L4 MSS;0.556;0.967;Green;1
L4 MSS;0.557;0.963;Green;1
L4 MSS;0.558;0.96;Green;1
L4 MSS;0.559;0.956;Green;1
L4 MSS;0.56;0.955;Green;1
L4 MSS;0.561;0.954;Green;1
L4 MSS;0.562;0.953;Green;1
L4 MSS;0.563;0.952;Green;1
L4 MSS;0.564;0.951;Green;1
L4 MSS;0.565;0.95;Green;1
L4 MSS;0.566;0.948;Green;1
L4 MSS;0.567;0.947;Green;1
L4 MSS;0.568;0.947;Green;1
L4 MSS;0.569;0.946;Green;1
L4 MSS;0.57;0.941;Green;1
L4 MSS;0.571;0.934;Green;1
L4 MSS;0.572;0.927;Green;1
L4 MSS;0.573;0.918;Green;1
L4 MSS;0.574;0.911;Green;1
L4 MSS;0.575;0.902;Green;1
L4 MSS;0.576;0.892;Green;1
L4 MSS;0.577;0.883;Green;1
L4 MSS;0.578;0.876;Green;1
L4 MSS;0.579;0.87;Green;1
L4 MSS;0.58;0.868;Green;1
L4 MSS;0.581;0.868;Green;1
L4 MSS;0.582;0.869;Green;1
L4 MSS;0.583;0.87;Green;1
L4 MSS;0.584;0.873;Green;1
L4 MSS;0.585;0.875;Green;1
L4 MSS;0.586;0.877;Green;1
L4 MSS;0.587;0.879;Green;1
L4 MSS;0.588;0.88;Green;1
L4 MSS;0.589;0.874;Green;1
L4 MSS;0.59;0.858;Green;1
L4 MSS;0.591;0.837;Green;1
L4 MSS;0.592;0.814;Green;1
L4 MSS;0.593;0.792;Green;1
L4 MSS;0.594;0.768;Green;1
L4 MSS;0.595;0.744;Green;1
L4 MSS;0.596;0.725;Green;1
L4 MSS;0.597;0.704;Green;1
L4 MSS;0.598;0.675;Green;1
L4 MSS;0.599;0.651;Green;1
L4 MSS;0.6;0.624;Green;1
L4 MSS;0.601;0.599;Green;1
L4 MSS;0.602;0.565;Green;1
L4 MSS;0.603;0.538;Green;1
L4 MSS;0.604;0.513;Green;1
L4 MSS;0.605;0.482;Green;1
L4 MSS;0.606;0.45;Green;1
L4 MSS;0.607;0.418;Green;1
L4 MSS;0.608;0.392;Green;1
L4 MSS;0.609;0.365;Green;1
L4 MSS;0.61;0.338;Green;1
L4 MSS;0.611;0.305;Green;1
L4 MSS;0.612;0.282;Green;1
L4 MSS;0.613;0.257;Green;1
L4 MSS;0.614;0.226;Green;1
L4 MSS;0.615;0.202;Green;1
L4 MSS;0.616;0.183;Green;1
L4 MSS;0.617;0.153;Green;1
L4 MSS;0.618;0.125;Green;1
L4 MSS;0.619;0.103;Green;1
L4 MSS;0.62;0.089;Green;1
L4 MSS;0.621;0.08;Green;1
L4 MSS;0.622;0.073;Green;1
L4 MSS;0.623;0.068;Green;1
L4 MSS;0.624;0.064;Green;1
L4 MSS;0.625;0.06;Green;1
L4 MSS;0.626;0.054;Green;1
L4 MSS;0.627;0.05;Green;1
L4 MSS;0.628;0.045;Green;1
L4 MSS;0.629;0.042;Green;1
L4 MSS;0.63;0.039;Green;1
L4 MSS;0.631;0.038;Green;1
L4 MSS;0.632;0.035;Green;1
L4 MSS;0.633;0.033;Green;1
L4 MSS;0.634;0.031;Green;1
L4 MSS;0.635;0.029;Green;1
L4 MSS;0.636;0.025;Green;1
L4 MSS;0.637;0.024;Green;1
L4 MSS;0.638;0.023;Green;1
L4 MSS;0.639;0.022;Green;1
L4 MSS;0.64;0.021;Green;1
L4 MSS;0.641;0.02;Green;1
L4 MSS;0.642;0.019;Green;1
L4 MSS;0.643;0.017;Green;1
L4 MSS;0.644;0.012;Green;1
L4 MSS;0.645;0.006;Green;1
L4 MSS;0.646;0.002;Green;1
L4 MSS;0.647;0;Green;1
L4 MSS;0.648;0;Green;1
L4 MSS;0.649;0;Green;1
L4 MSS;0.582;0;Red;2
L4 MSS;0.583;0.001;Red;2
L4 MSS;0.584;0.003;Red;2
L4 MSS;0.585;0.008;Red;2
L4 MSS;0.586;0.013;Red;2
L4 MSS;0.587;0.016;Red;2
L4 MSS;0.588;0.018;Red;2
L4 MSS;0.589;0.021;Red;2
L4 MSS;0.59;0.033;Red;2
L4 MSS;0.591;0.05;Red;2
L4 MSS;0.592;0.082;Red;2
L4 MSS;0.593;0.112;Red;2
L4 MSS;0.594;0.148;Red;2
L4 MSS;0.595;0.19;Red;2
L4 MSS;0.596;0.226;Red;2
L4 MSS;0.597;0.255;Red;2
L4 MSS;0.598;0.291;Red;2
L4 MSS;0.599;0.329;Red;2
L4 MSS;0.6;0.371;Red;2
L4 MSS;0.601;0.409;Red;2
L4 MSS;0.602;0.443;Red;2
L4 MSS;0.603;0.487;Red;2
L4 MSS;0.604;0.527;Red;2
L4 MSS;0.605;0.568;Red;2
L4 MSS;0.606;0.61;Red;2
L4 MSS;0.607;0.651;Red;2
L4 MSS;0.608;0.691;Red;2
L4 MSS;0.609;0.733;Red;2
L4 MSS;0.61;0.77;Red;2
L4 MSS;0.611;0.8;Red;2
L4 MSS;0.612;0.82;Red;2
L4 MSS;0.613;0.834;Red;2
L4 MSS;0.614;0.854;Red;2
L4 MSS;0.615;0.87;Red;2
L4 MSS;0.616;0.883;Red;2
L4 MSS;0.617;0.898;Red;2
L4 MSS;0.618;0.911;Red;2
L4 MSS;0.619;0.927;Red;2
L4 MSS;0.62;0.944;Red;2
L4 MSS;0.621;0.952;Red;2
L4 MSS;0.622;0.959;Red;2
L4 MSS;0.623;0.962;Red;2
L4 MSS;0.624;0.966;Red;2
L4 MSS;0.625;0.97;Red;2
L4 MSS;0.626;0.974;Red;2
L4 MSS;0.627;0.976;Red;2
L4 MSS;0.628;0.982;Red;2
L4 MSS;0.629;0.985;Red;2
L4 MSS;0.63;0.988;Red;2
L4 MSS;0.631;0.989;Red;2
L4 MSS;0.632;0.99;Red;2
L4 MSS;0.633;0.991;Red;2
L4 MSS;0.634;0.992;Red;2
L4 MSS;0.635;0.992;Red;2
L4 MSS;0.636;0.992;Red;2
L4 MSS;0.637;0.993;Red;2
L4 MSS;0.638;0.993;Red;2
L4 MSS;0.639;0.992;Red;2
L4 MSS;0.64;0.992;Red;2
L4 MSS;0.641;0.991;Red;2
L4 MSS;0.642;0.987;Red;2
L4 MSS;0.643;0.983;Red;2
L4 MSS;0.644;0.98;Red;2
L4 MSS;0.645;0.977;Red;2
L4 MSS;0.646;0.972;Red;2
L4 MSS;0.647;0.968;Red;2
L4 MSS;0.648;0.963;Red;2
L4 MSS;0.649;0.96;Red;2
L4 MSS;0.65;0.956;Red;2
L4 MSS;0.651;0.953;Red;2
L4 MSS;0.652;0.949;Red;2
L4 MSS;0.653;0.944;Red;2
L4 MSS;0.654;0.94;Red;2
L4 MSS;0.655;0.937;Red;2
L4 MSS;0.656;0.934;Red;2
L4 MSS;0.657;0.931;Red;2
L4 MSS;0.658;0.926;Red;2
L4 MSS;0.659;0.92;Red;2
L4 MSS;0.66;0.919;Red;2
L4 MSS;0.661;0.917;Red;2
L4 MSS;0.662;0.917;Red;2
L4 MSS;0.663;0.915;Red;2
L4 MSS;0.664;0.913;Red;2
L4 MSS;0.665;0.91;Red;2
L4 MSS;0.666;0.907;Red;2
L4 MSS;0.667;0.906;Red;2
L4 MSS;0.668;0.905;Red;2
L4 MSS;0.669;0.903;Red;2
L4 MSS;0.67;0.902;Red;2
L4 MSS;0.671;0.897;Red;2
L4 MSS;0.672;0.891;Red;2
L4 MSS;0.673;0.887;Red;2
L4 MSS;0.674;0.883;Red;2
L4 MSS;0.675;0.878;Red;2
L4 MSS;0.676;0.872;Red;2
L4 MSS;0.677;0.868;Red;2
L4 MSS;0.678;0.862;Red;2
L4 MSS;0.679;0.856;Red;2
L4 MSS;0.68;0.852;Red;2
L4 MSS;0.681;0.846;Red;2
L4 MSS;0.682;0.84;Red;2
L4 MSS;0.683;0.834;Red;2
L4 MSS;0.684;0.83;Red;2
L4 MSS;0.685;0.823;Red;2
L4 MSS;0.686;0.817;Red;2
L4 MSS;0.687;0.811;Red;2
L4 MSS;0.688;0.805;Red;2
L4 MSS;0.689;0.795;Red;2
L4 MSS;0.69;0.779;Red;2
L4 MSS;0.691;0.748;Red;2
L4 MSS;0.692;0.708;Red;2
L4 MSS;0.693;0.67;Red;2
L4 MSS;0.694;0.631;Red;2
L4 MSS;0.695;0.585;Red;2
L4 MSS;0.696;0.542;Red;2
L4 MSS;0.697;0.502;Red;2
L4 MSS;0.698;0.465;Red;2
L4 MSS;0.699;0.418;Red;2
L4 MSS;0.7;0.384;Red;2
L4 MSS;0.701;0.349;Red;2
L4 MSS;0.702;0.33;Red;2
L4 MSS;0.703;0.299;Red;2
L4 MSS;0.704;0.277;Red;2
L4 MSS;0.705;0.254;Red;2
L4 MSS;0.706;0.232;Red;2
L4 MSS;0.707;0.205;Red;2
L4 MSS;0.708;0.176;Red;2
L4 MSS;0.709;0.157;Red;2
L4 MSS;0.71;0.141;Red;2
L4 MSS;0.711;0.124;Red;2
L4 MSS;0.712;0.117;Red;2
L4 MSS;0.713;0.101;Red;2
L4 MSS;0.714;0.095;Red;2
L4 MSS;0.715;0.087;Red;2
L4 MSS;0.716;0.075;Red;2
L4 MSS;0.717;0.063;Red;2
L4 MSS;0.718;0.057;Red;2
L4 MSS;0.719;0.043;Red;2
L4 MSS;0.72;0.038;Red;2
L4 MSS;0.721;0.032;Red;2
L4 MSS;0.722;0.029;Red;2
L4 MSS;0.723;0.027;Red;2
L4 MSS;0.724;0.025;Red;2
L4 MSS;0.725;0.024;Red;2
L4 MSS;0.726;0.022;Red;2
L4 MSS;0.727;0.019;Red;2
L4 MSS;0.728;0.014;Red;2
L4 MSS;0.729;0.01;Red;2
L4 MSS;0.73;0.011;Red;2
L4 MSS;0.731;0.01;Red;2
L4 MSS;0.732;0.009;Red;2
L4 MSS;0.733;0.009;Red;2
L4 MSS;0.734;0.009;Red;2
L4 MSS;0.735;0.008;Red;2
L4 MSS;0.736;0.007;Red;2
L4 MSS;0.737;0.005;Red;2
L4 MSS;0.738;0.004;Red;2
L4 MSS;0.739;0.003;Red;2
L4 MSS;0.74;0.004;Red;2
L4 MSS;0.741;0.002;Red;2
L4 MSS;0.742;0;Red;2
L4 MSS;0.743;0;Red;2
L4 MSS;0.744;0;Red;2
L4 MSS;0.675;0;Near Infrared 1;3
L4 MSS;0.676;0;Near Infrared 1;3
L4 MSS;0.677;0;Near Infrared 1;3
L4 MSS;0.678;0.001;Near Infrared 1;3
L4 MSS;0.679;0.002;Near Infrared 1;3
L4 MSS;0.68;0.005;Near Infrared 1;3
L4 MSS;0.681;0.013;Near Infrared 1;3
L4 MSS;0.682;0.024;Near Infrared 1;3
L4 MSS;0.683;0.031;Near Infrared 1;3
L4 MSS;0.684;0.039;Near Infrared 1;3
L4 MSS;0.685;0.046;Near Infrared 1;3
L4 MSS;0.686;0.053;Near Infrared 1;3
L4 MSS;0.687;0.062;Near Infrared 1;3
L4 MSS;0.688;0.069;Near Infrared 1;3
L4 MSS;0.689;0.078;Near Infrared 1;3
L4 MSS;0.69;0.097;Near Infrared 1;3
L4 MSS;0.691;0.124;Near Infrared 1;3
L4 MSS;0.692;0.165;Near Infrared 1;3
L4 MSS;0.693;0.202;Near Infrared 1;3
L4 MSS;0.694;0.244;Near Infrared 1;3
L4 MSS;0.695;0.281;Near Infrared 1;3
L4 MSS;0.696;0.317;Near Infrared 1;3
L4 MSS;0.697;0.35;Near Infrared 1;3
L4 MSS;0.698;0.398;Near Infrared 1;3
L4 MSS;0.699;0.43;Near Infrared 1;3
L4 MSS;0.7;0.473;Near Infrared 1;3
L4 MSS;0.701;0.518;Near Infrared 1;3
L4 MSS;0.702;0.558;Near Infrared 1;3
L4 MSS;0.703;0.606;Near Infrared 1;3
L4 MSS;0.704;0.649;Near Infrared 1;3
L4 MSS;0.705;0.706;Near Infrared 1;3
L4 MSS;0.706;0.742;Near Infrared 1;3
L4 MSS;0.707;0.788;Near Infrared 1;3
L4 MSS;0.708;0.834;Near Infrared 1;3
L4 MSS;0.709;0.87;Near Infrared 1;3
L4 MSS;0.71;0.898;Near Infrared 1;3
L4 MSS;0.711;0.917;Near Infrared 1;3
L4 MSS;0.712;0.926;Near Infrared 1;3
L4 MSS;0.713;0.936;Near Infrared 1;3
L4 MSS;0.714;0.945;Near Infrared 1;3
L4 MSS;0.715;0.955;Near Infrared 1;3
L4 MSS;0.716;0.961;Near Infrared 1;3
L4 MSS;0.717;0.968;Near Infrared 1;3
L4 MSS;0.718;0.978;Near Infrared 1;3
L4 MSS;0.719;0.985;Near Infrared 1;3
L4 MSS;0.72;0.989;Near Infrared 1;3
L4 MSS;0.721;0.988;Near Infrared 1;3
L4 MSS;0.722;0.982;Near Infrared 1;3
L4 MSS;0.723;0.977;Near Infrared 1;3
